"Step","train-MLP8 - QWK[Low]","train-MLP8 - QWK[Low]__MIN","train-MLP8 - QWK[Low]__MAX","train-MLP7 - QWK[Low]","train-MLP7 - QWK[Low]__MIN","train-MLP7 - QWK[Low]__MAX","train-MLP6 - QWK[Low]","train-MLP6 - QWK[Low]__MIN","train-MLP6 - QWK[Low]__MAX","train-MLP5 - QWK[Low]","train-MLP5 - QWK[Low]__MIN","train-MLP5 - QWK[Low]__MAX","train-MLP4 - QWK[Low]","train-MLP4 - QWK[Low]__MIN","train-MLP4 - QWK[Low]__MAX","train-MLP3 - QWK[Low]","train-MLP3 - QWK[Low]__MIN","train-MLP3 - QWK[Low]__MAX","train-MLP2 - QWK[Low]","train-MLP2 - QWK[Low]__MIN","train-MLP2 - QWK[Low]__MAX","train-MLP1 - QWK[Low]","train-MLP1 - QWK[Low]__MIN","train-MLP1 - QWK[Low]__MAX"
"0","0.31844803334574634","0.31844803334574634","0.31844803334574634","0.7103839186750472","0.7103839186750472","0.7103839186750472","0.5175168845192895","0.5175168845192895","0.5175168845192895","0.7104546270166223","0.7104546270166223","0.7104546270166223","0.6169428459482007","0.6169428459482007","0.6169428459482007","0.5693590361445784","0.5693590361445784","0.5693590361445784","0.21639593642754507","0.21639593642754507","0.21639593642754507","0.5510327304162193","0.5510327304162193","0.5510327304162193"
"1","0.25296760812999153","0.25296760812999153","0.25296760812999153","0.7042444635715503","0.7042444635715503","0.7042444635715503","0.1577156824030711","0.1577156824030711","0.1577156824030711","0.519183194445497","0.519183194445497","0.519183194445497","0.5616033594197365","0.5616033594197365","0.5616033594197365","0.4915490196911392","0.4915490196911392","0.4915490196911392","0.21572611758244042","0.21572611758244042","0.21572611758244042","0.4170205555104308","0.4170205555104308","0.4170205555104308"
"2","0.2714835678708919","0.2714835678708919","0.2714835678708919","0.4095308447775453","0.4095308447775453","0.4095308447775453","0.4079204470831044","0.4079204470831044","0.4079204470831044","0.45255798540645553","0.45255798540645553","0.45255798540645553","0.5545012276102147","0.5545012276102147","0.5545012276102147","0.4850076995315329","0.4850076995315329","0.4850076995315329","0.17890801624277364","0.17890801624277364","0.17890801624277364","0.3689340956667482","0.3689340956667482","0.3689340956667482"
"3","0.1710025741984178","0.1710025741984178","0.1710025741984178","0.22761995045362282","0.22761995045362282","0.22761995045362282","0.2992832536798713","0.2992832536798713","0.2992832536798713","0.37131595393820893","0.37131595393820893","0.37131595393820893","0.4453889983787048","0.4453889983787048","0.4453889983787048","0.41958412655105237","0.41958412655105237","0.41958412655105237","0.15960238391745252","0.15960238391745252","0.15960238391745252","0.3849477138320039","0.3849477138320039","0.3849477138320039"
"4","0.12300302047525968","0.12300302047525968","0.12300302047525968","0.14825290157649906","0.14825290157649906","0.14825290157649906","0.08689757139130183","0.08689757139130183","0.08689757139130183","0.3549050974189373","0.3549050974189373","0.3549050974189373","0.12583046506043383","0.12583046506043383","0.12583046506043383","0.32828294202328623","0.32828294202328623","0.32828294202328623","0.087012107276769","0.087012107276769","0.087012107276769","0.19227243776167124","0.19227243776167124","0.19227243776167124"
"5","0.13069806708985354","0.13069806708985354","0.13069806708985354","-0.008186090749918273","-0.008186090749918273","-0.008186090749918273","-0.10908166624490256","-0.10908166624490256","-0.10908166624490256","0.2392184643754104","0.2392184643754104","0.2392184643754104","-0.07782523622491366","-0.07782523622491366","-0.07782523622491366","0.340843304701279","0.340843304701279","0.340843304701279","0.053829523507538","0.053829523507538","0.053829523507538","0.02056913365569435","0.02056913365569435","0.02056913365569435"
"6","0.10694506486766286","0.10694506486766286","0.10694506486766286","0.1685512524365671","0.1685512524365671","0.1685512524365671","-0.0960768288965006","-0.0960768288965006","-0.0960768288965006","0.33165557117588174","0.33165557117588174","0.33165557117588174","-0.357669312007991","-0.357669312007991","-0.357669312007991","0.27069897103323515","0.27069897103323515","0.27069897103323515","0.039427437430098355","0.039427437430098355","0.039427437430098355","-0.14282849659502883","-0.14282849659502883","-0.14282849659502883"
"7","0.03764216846966317","0.03764216846966317","0.03764216846966317","0.05648009114986163","0.05648009114986163","0.05648009114986163","-0.13657280755984536","-0.13657280755984536","-0.13657280755984536","0.25444882083354414","0.25444882083354414","0.25444882083354414","-0.46751323056512883","-0.46751323056512883","-0.46751323056512883","0.14922701674027705","0.14922701674027705","0.14922701674027705","0.027840259040647353","0.027840259040647353","0.027840259040647353","0.06245855997532279","0.06245855997532279","0.06245855997532279"
"8","0.02710091061543385","0.02710091061543385","0.02710091061543385","0.07128201451784877","0.07128201451784877","0.07128201451784877","-0.10788164901084496","-0.10788164901084496","-0.10788164901084496","0.25757272426880873","0.25757272426880873","0.25757272426880873","-0.4706217381635227","-0.4706217381635227","-0.4706217381635227","0.19830387627702184","0.19830387627702184","0.19830387627702184","0.017445555678943014","0.017445555678943014","0.017445555678943014","0.03342255685542295","0.03342255685542295","0.03342255685542295"
"9","0","0","0","0.02870727049324162","0.02870727049324162","0.02870727049324162","-0.11563832170170252","-0.11563832170170252","-0.11563832170170252","0.09463253798117266","0.09463253798117266","0.09463253798117266","-0.500759945551772","-0.500759945551772","-0.500759945551772","0.17774103121280915","0.17774103121280915","0.17774103121280915","0.008618688872479963","0.008618688872479963","0.008618688872479963","0.02142287389016484","0.02142287389016484","0.02142287389016484"
