"Step","train-MLP8 - QWK[High]","train-MLP8 - QWK[High]__MIN","train-MLP8 - QWK[High]__MAX","train-MLP7 - QWK[High]","train-MLP7 - QWK[High]__MIN","train-MLP7 - QWK[High]__MAX","train-MLP6 - QWK[High]","train-MLP6 - QWK[High]__MIN","train-MLP6 - QWK[High]__MAX","train-MLP5 - QWK[High]","train-MLP5 - QWK[High]__MIN","train-MLP5 - QWK[High]__MAX","train-MLP4 - QWK[High]","train-MLP4 - QWK[High]__MIN","train-MLP4 - QWK[High]__MAX","train-MLP3 - QWK[High]","train-MLP3 - QWK[High]__MIN","train-MLP3 - QWK[High]__MAX","train-MLP2 - QWK[High]","train-MLP2 - QWK[High]__MIN","train-MLP2 - QWK[High]__MAX","train-MLP1 - QWK[High]","train-MLP1 - QWK[High]__MIN","train-MLP1 - QWK[High]__MAX"
"0","0.31844803334574634","0.31844803334574634","0.31844803334574634","0.7103839186750472","0.7103839186750472","0.7103839186750472","0.5175168845192895","0.5175168845192895","0.5175168845192895","0.7104546270166223","0.7104546270166223","0.7104546270166223","0.6169428459482007","0.6169428459482007","0.6169428459482007","0.5693590361445784","0.5693590361445784","0.5693590361445784","0.21639593642754507","0.21639593642754507","0.21639593642754507","0.5510327304162193","0.5510327304162193","0.5510327304162193"
"1","0.47073033558152133","0.47073033558152133","0.47073033558152133","0.7369934489303623","0.7369934489303623","0.7369934489303623","0.5791618832391016","0.5791618832391016","0.5791618832391016","0.7449556022814452","0.7449556022814452","0.7449556022814452","0.618648415612602","0.618648415612602","0.618648415612602","0.5459214249817927","0.5459214249817927","0.5459214249817927","0.2983642763475741","0.2983642763475741","0.2983642763475741","0.6085844665127785","0.6085844665127785","0.6085844665127785"
"2","0.39475039787186605","0.39475039787186605","0.39475039787186605","0.6786864886129759","0.6786864886129759","0.6786864886129759","0.5579160887150034","0.5579160887150034","0.5579160887150034","0.7062760424435892","0.7062760424435892","0.7062760424435892","0.6155804303100045","0.6155804303100045","0.6155804303100045","0.6009876435603652","0.6009876435603652","0.6009876435603652","0.29073640246571775","0.29073640246571775","0.29073640246571775","0.4254866759175274","0.4254866759175274","0.4254866759175274"
"3","0.5264471358357985","0.5264471358357985","0.5264471358357985","0.6505537256898706","0.6505537256898706","0.6505537256898706","0.5815977451650134","0.5815977451650134","0.5815977451650134","0.7017857218618346","0.7017857218618346","0.7017857218618346","0.6176858188337447","0.6176858188337447","0.6176858188337447","0.5750012529444194","0.5750012529444194","0.5750012529444194","0.29363983374332003","0.29363983374332003","0.29363983374332003","0.48081005229196583","0.48081005229196583","0.48081005229196583"
"4","0.47248381077818025","0.47248381077818025","0.47248381077818025","0.6813096495167577","0.6813096495167577","0.6813096495167577","0.5513542826840934","0.5513542826840934","0.5513542826840934","0.7091378590635952","0.7091378590635952","0.7091378590635952","0.6306695265268853","0.6306695265268853","0.6306695265268853","0.5718007812958087","0.5718007812958087","0.5718007812958087","0.19842996548486935","0.19842996548486935","0.19842996548486935","0.4604067686448978","0.4604067686448978","0.4604067686448978"
"5","0.4327092831711137","0.4327092831711137","0.4327092831711137","0.5939124131341337","0.5939124131341337","0.5939124131341337","0.611108733387197","0.611108733387197","0.611108733387197","0.6804349714695537","0.6804349714695537","0.6804349714695537","0.6414509136121063","0.6414509136121063","0.6414509136121063","0.5774503107664664","0.5774503107664664","0.5774503107664664","0.2399501009996967","0.2399501009996967","0.2399501009996967","0.37563574505125563","0.37563574505125563","0.37563574505125563"
"6","0.41044311131460254","0.41044311131460254","0.41044311131460254","0.5324918506050456","0.5324918506050456","0.5324918506050456","0.5528051232475072","0.5528051232475072","0.5528051232475072","0.6205022332240941","0.6205022332240941","0.6205022332240941","0.6439802900072954","0.6439802900072954","0.6439802900072954","0.6129156656848682","0.6129156656848682","0.6129156656848682","0.2929831701964757","0.2929831701964757","0.2929831701964757","0.259832048588848","0.259832048588848","0.259832048588848"
"7","0.35004807584683795","0.35004807584683795","0.35004807584683795","0.4620390315503786","0.4620390315503786","0.4620390315503786","0.4486957931049228","0.4486957931049228","0.4486957931049228","0.5619191073919108","0.5619191073919108","0.5619191073919108","0.6359165364416355","0.6359165364416355","0.6359165364416355","0.5769490208903969","0.5769490208903969","0.5769490208903969","0.29907741941976773","0.29907741941976773","0.29907741941976773","0.009742121016137473","0.009742121016137473","0.009742121016137473"
"8","0.029972909577455464","0.029972909577455464","0.029972909577455464","0.18896050853455526","0.18896050853455526","0.18896050853455526","0.44535725975866813","0.44535725975866813","0.44535725975866813","0.5492982410537535","0.5492982410537535","0.5492982410537535","0.6481153565206684","0.6481153565206684","0.6481153565206684","0.5409590468053231","0.5409590468053231","0.5409590468053231","0.5399840538517251","0.5399840538517251","0.5399840538517251","-0.008163757628090629","-0.008163757628090629","-0.008163757628090629"
"9","0.02420261693938719","0.02420261693938719","0.02420261693938719","0.27647102437991455","0.27647102437991455","0.27647102437991455","0.46773652568359636","0.46773652568359636","0.46773652568359636","0","0","0","0.6014887313252717","0.6014887313252717","0.6014887313252717","0.3784043102043536","0.3784043102043536","0.3784043102043536","0.12794889673350585","0.12794889673350585","0.12794889673350585","0.00011406582377293528","0.00011406582377293528","0.00011406582377293528"
